"GEOID","B01001_001","B25001_001","B26001_001","pctWomenLTHS","pctpeoplewithlessthan9thgrade","pctpeoplewithatleasthseducation","pctAdults4yrDegree","medIncomeAdults4yrDegree","medEducatorIncome","pctProfessionalsInEducation","pctEnrolledSchool","pctAdultsInHigherEd","totalPrimarySecondaryVocationalSchools","preKProgramPerChild","education_score","education_rnk","attainment_score","education_quality_score","enrollment_score","education_access_score","education_state_rnk","NAME"
"00601",16721,7356,70,16.8694690265487,24.4012944983819,69.7491909385113,16.5559044767399,22.433,26.439,21.7668488160291,20.1200833231222,13.2922904715265,0,0.0046917053980938,56.42,2.69821096881416,56.6,62.35,93.19,112.88,7.25806451612903,"ZCTA5 00601"
"00602",37510,17210,162,13.4601136082983,24.6793299221981,69.7693979112638,22.5473484848485,20.701,25.525,20.8327391986311,20.048282970759,10.961316572539,0,0.00437569192790284,59.65,3.37928112881676,59.79,61.29,90.2,112.85,11.2903225806452,"ZCTA5 00602"
"00603",48317,25262,864,15.9510357815443,17.2323976835047,77.7633073789797,23.9174082244751,30.047,31.044,18.5558265295303,20.6678071342584,9.66822618566984,0,0.00441205088311628,74.48,8.84739466223482,74.98,71.01,89.46,112.86,49.1935483870968,"ZCTA5 00603"
"00606",5435,2685,20,9.85772357723577,36.097794822627,59.6116970278044,9.95385629531971,27.917,28.079,23.2409381663113,18.1972789115646,13.4064080944351,0,0.013975292675173,40.99,1.15358295043504,34.89,65.69,90.63,113.67,1.61290322580645,"ZCTA5 00606"
"00610",25413,12174,165,11.6693107703155,22.2262735701636,73.5180747994583,23.9869281045752,22.996,21.968,12.948717948718,20.6130023546314,11.5845180966049,0,0.00446563058140834,66.01,5.02492912308144,67.31,64.29,91.76,112.86,26.2096774193548,"ZCTA5 00610"
"00612",62462,30340,1157,12.1692352428031,13.6211396259243,83.4058286211396,27.7262384036408,26.984,28.313,19.8024085959472,22.0784518487093,11.8102200616024,0,0.00295106833474928,82.06,14.8988170886695,87.23,67.01,94.1,112.73,72.5806451612903,"ZCTA5 00612"
"00616",9836,4555,71,12.1303043291899,16.8050869452375,77.887360498313,23.0363423212192,25.105,37.563,25.0135062128579,17.4865646961554,10.0496134764048,0,0.0128791912888849,76.1,9.88692280118617,77.05,69.05,85.48,113.58,55.6451612903226,"ZCTA5 00616"
"00617",22699,10226,35,11.1803333894595,17.4371889428554,78.2754692090904,22.0252355853697,28.832,19.6,14.7584541062802,21.80346300877,10.3850463481715,0,0.00410975770731153,73.48,8.30319027601264,76.77,65.2,91.94,112.83,44.3548387096774,"ZCTA5 00617"
"00622",7950,7586,47,10.3448275862069,22.3782920989625,74.413407821229,21.3143355626636,30.5,27.135,15.0205761316872,14.4470105209135,6.68551236749117,0,0.00887619940179908,70.7,6.89868674031349,67.67,70.61,77.05,113.24,39.5161290322581,"ZCTA5 00622"
"00623",39005,20508,112,11.093591620678,17.3430347748856,77.9838764774202,27.7677671563388,23.036,23.461,12.3842195540309,21.6993157990582,9.98156978615101,0,0.00520501154984044,75.41,9.46980806204582,78.51,65.5,91.3,112.92,51.6129032258064,"ZCTA5 00623"
"00624",21374,9120,58,18.2197496522949,20.2070475811268,75.2073793881479,23.3617898145422,27.817,25.313,20.8695652173913,23.6295621313126,15.4520424790695,0,0.00301925542614577,65.1,4.72186919542477,67.99,65.11,100.78,112.74,21.7741935483871,"ZCTA5 00624"
"00627",32753,14213,162,11.7015637423801,23.1561380657766,73.3433734939759,20.5297289419994,26.52,24.925,24.5101733232856,18.3177860696517,11.5089782631524,0,0.00620789028049941,64.04,4.37318734317463,64.93,62.35,88.45,113.01,20.9677419354839,"ZCTA5 00627"
"00631",1357,613,25,14.8876404494382,27.4954627949183,70.05444646098,30.1724137931034,13.368,13.319,26.2857142857143,19.4902548725637,13.1776480400334,0,0.0302190613158606,54.36,2.40166845895656,58.56,47.02,92.16,115.05,4.03225806451613,"ZCTA5 00631"
"00637",22884,11140,154,11.6279069767442,15.4346540508575,81.5612063867534,26.5766481334392,25.557,33.433,21.6157205240175,24.5571980290318,14.6415861718353,0,0.00407830547995966,78.25,11.3598592237755,83.33,68.45,101.08,112.83,61.2903225806452,"ZCTA5 00637"
"00638",17410,7689,9,19.9528672427337,23.0910622654515,69.931837328636,16.0099889012209,24.524,22.426,30.1629238221048,18.9816724615475,14.3372046455747,0,0.00449120516740603,54.77,2.46032521914817,56.71,56.9,92.89,112.86,5.64516129032258,"ZCTA5 00638"
