"geoid","geolevel","year","education_score","education_rnk","education_state_rnk"
"14000US04025000202","tract","2019","92.68","32.0116","38.074"
"14000US04025000203","tract","2019","96.1","38.7868","44.2769"
"14000US04025000204","tract","2019","87.13","22.8738","29.4037"
"14000US04025000300","tract","2019","102.62","53.0207","56.7512"
"14000US04025000401","tract","2019","105.66","59.3586","61.6175"
"14000US04025000402","tract","2019","114.83","77.0859","80.6717"
"14000US04025000500","tract","2019","113.92","75.4744","78.4099"
"14000US04025000604","tract","2019","94.63","35.761","41.0898"
"14000US04025000605","tract","2019","91.65","30.1455","36.4976"
"14000US04025000606","tract","2019","83.5","18.1402","25.257"
"14000US04025000607","tract","2019","105.74","59.5255","61.6861"
"14000US04025000608","tract","2019","81.29","15.6252","22.8924"
"14000US04025000609","tract","2019","84.6","19.4941","26.7306"
"14000US04025000610","tract","2019","88.59","25.1097","31.5284"
"14000US04025000700","tract","2019","92.13","31.0389","37.4572"
"14000US04025000801","tract","2019","110.64","69.4646","71.6244"
"14000US04025000802","tract","2019","108.49","65.2504","67.0322"
"14000US04025000900","tract","2019","87.4","23.2911","29.9178"
"14000US04025001001","tract","2019","112.45","72.8875","74.7772"
"14000US04025001002","tract","2019","115.97","79.034","82.7964"
"14000US04025001101","tract","2019","113.71","75.1075","77.9986"
"14000US04025001102","tract","2019","99.02","45.0657","49.7601"
"14000US04025001200","tract","2019","99.09","45.2225","49.8972"
"14000US04025001300","tract","2019","117.1","80.8598","85.4695"
"14000US04025001401","tract","2019","90.47","28.1412","34.8184"
"14000US04025001402","tract","2019","96.81","40.2299","45.305"
"14000US04025001403","tract","2019","97.53","41.8313","46.8814"
"14000US04025001500","tract","2019","89.75","26.9355","32.8992"
"14000US04025001601","tract","2019","89.73","26.9096","32.8307"
"14000US04025001602","tract","2019","87.81","23.9774","30.7745"
"14000US04025001603","tract","2019","97.16","41.0486","46.0589"
"14000US04025001701","tract","2019","108.19","64.626","66.2783"
"14000US04025001702","tract","2019","104.03","55.9846","59.2186"
"14000US04025001703","tract","2019","112.04","72.1005","74.1604"
"14000US04025001801","tract","2019","123.41","89.2408","93.0089"
"14000US04025001802","tract","2019","118.47","82.9202","87.5257"
"14000US04025001900","tract","2019","107.5","63.1527","64.7019"
"14000US04025002001","tract","2019","96.05","38.6803","44.1056"
"14000US04025002002","tract","2019","94.77","36.043","41.3639"
"14000US04025002003","tract","2019","87.52","23.4968","30.3633"
"14000US04025002004","tract","2019","97.99","42.7737","47.5668"
"14000US04025002100","tract","2019","96.92","40.4932","45.5106"
"14000US04027000100","tract","2019","77.11","11.6801","19.6025"
"14000US04027000200","tract","2019","56.78","2.9855","6.7169"
"14000US04027000301","tract","2019","46.3","1.4014","2.913"
"14000US04027000302","tract","2019","38.47","0.6734","1.1652"
"14000US04027000402","tract","2019","58.82","3.4603","8.122"
"14000US04027000403","tract","2019","66.46","5.7451","11.3091"
"14000US04027000404","tract","2019","30.92","0.305","0.3427"
"14000US04027000501","tract","2019","94.95","36.4286","42.0836"
"14000US04027000502","tract","2019","89.85","27.0938","33.2419"
"14000US04027000600","tract","2019","71.53","8.0572","15.3187"
"14000US04027000700","tract","2019","60.45","3.8905","8.9788"
"14000US04027000800","tract","2019","87.49","23.435","30.1576"
"14000US04027000901","tract","2019","92.01","30.8059","37.2173"
"14000US04027000902","tract","2019","87.66","23.7227","30.5689"
"14000US04027000903","tract","2019","90.72","28.5585","35.024"
"14000US04027000905","tract","2019","81.64","15.982","23.1666"
"14000US04027000907","tract","2019","82.13","16.5259","23.5093"
"14000US04027000908","tract","2019","99.29","45.7059","50.377"
"14000US04027001001","tract","2019","89.7","26.865","32.6251"
"14000US04027001003","tract","2019","92.91","32.4763","38.3139"
"14000US04027001004","tract","2019","76.55","11.2326","19.1227"
"14000US04027001100","tract","2019","71.55","8.0702","15.4215"
"14000US04027001200","tract","2019","91.45","29.793","36.1892"
"14000US04027010905","tract","2019","85.7","20.8797","27.6217"
"14000US04027010907","tract","2019","102.27","52.2855","56.2029"
"14000US04027010910","tract","2019","85.79","21.0034","27.7587"
"14000US04027010911","tract","2019","91.53","29.9268","36.2577"
"14000US04027010913","tract","2019","67.41","6.1005","11.926"
"14000US04027010914","tract","2019","77.74","12.1808","19.7395"
"14000US04027011000","tract","2019","71.53","8.0572","15.3187"
"14000US04027011104","tract","2019","83.58","18.2337","25.4284"
"14000US04027011106","tract","2019","99.79","46.8109","51.1309"
"14000US04027011107","tract","2019","114.54","76.6024","79.8492"
"14000US04027011108","tract","2019","108.08","64.3857","66.0041"
"14000US04027011110","tract","2019","94.83","36.1625","41.8095"
"14000US04027011111","tract","2019","78.95","13.2771","20.7676"
"14000US04027011112","tract","2019","104.64","57.2508","60.1782"
"14000US04027011114","tract","2019","95.22","36.9696","42.769"
"14000US04027011115","tract","2019","97.43","41.6183","46.6073"
"14000US04027011201","tract","2019","61.39","4.1351","9.2529"
"14000US04027011202","tract","2019","64.11","4.9465","10.281"
"14000US04027011403","tract","2019","39.32","0.7338","1.3023"
"14000US04027011405","tract","2019","34.3","0.4374","0.6169"
"14000US04027011406","tract","2019","37.86","0.6302","1.0281"
"14000US04027011501","tract","2019","51.35","2.0575","4.3523"
"14000US04027011503","tract","2019","52.73","2.2862","5.1405"
"14000US04027011504","tract","2019","56.31","2.8862","6.3742"
"14000US04027011600","tract","2019","22.83","0.1151","0.0685"
"14000US04027011700","tract","2019","109.41","67.0777","69.4311"
"14000US04027011800","tract","2019","65.68","5.4559","11.1035"
"14000US04027012100","tract","2019","83.12","17.6741","24.8801"
"14000US04027980003","tract","2019",NA,NA,NA
"14000US04027980004","tract","2019",NA,NA,NA
"14000US04027980005","tract","2019",NA,NA,NA
"14000US04027980006","tract","2019",NA,NA,NA
"14000US41001950100","tract","2019","87.75","23.8939","12.7475"
"14000US41001950200","tract","2019","97.71","42.2054","34.1584"
"14000US41001950300","tract","2019","90.03","27.3931","16.4604"
"14000US41001950400","tract","2019","112.65","73.2702","73.3911"
"14000US41001950500","tract","2019","106.24","60.5341","59.4678"
"14000US41001950600","tract","2019","106.59","61.2563","60.7673"
"14000US41003000100","tract","2019","107.52","63.2001","62.3762"
"14000US41003000202","tract","2019","125.62","91.6004","92.698"
"14000US41003000400","tract","2019","124.95","90.9356","91.4604"
"14000US41003000500","tract","2019","124.67","90.6695","91.0891"
"14000US41003000600","tract","2019","98.65","44.1952","37.3762"
"14000US41003000900","tract","2019","118.23","82.5835","82.6733"
"14000US41003001001","tract","2019","102.06","51.8193","48.0198"
"14000US41003001002","tract","2019","116.48","79.8469","79.3317"
"14000US41003001101","tract","2019","92.41","31.5152","20.9158"
"14000US41003001102","tract","2019","109.07","66.4043","66.0891"
"14000US41003010100","tract","2019","118.22","82.5605","82.5495"
"14000US41003010200","tract","2019","112.99","73.8788","74.1337"
"14000US41003010300","tract","2019","110.47","69.1236","69.1213"
"14000US41003010400","tract","2019","107.01","62.1254","61.3861"
"14000US41003010600","tract","2019",NA,NA,NA
"14000US41003010702","tract","2019",NA,NA,NA
"14000US41003010800","tract","2019","109.76","67.7553","67.698"
"14000US41003010900","tract","2019","118.74","83.2871","83.7252"
"14000US41005020100","tract","2019","130.33","95.311","95.5446"
"14000US41005020200","tract","2019","127.2","92.9859","93.5644"
"14000US41005020302","tract","2019","117.73","81.8382","81.5594"
"14000US41005020303","tract","2019","132.05","96.2951","97.0297"
"14000US41005020304","tract","2019","120.14","85.2193","85.8911"
"14000US41005020401","tract","2019","129.65","94.875","95.0495"
"14000US41005020403","tract","2019","140.09","98.9439","99.505"
"14000US41005020404","tract","2019","135.22","97.7066","98.8861"
"14000US41005020501","tract","2019","127.58","93.2967","93.8119"
"14000US41005020503","tract","2019","133.28","96.9181","98.2054"
"14000US41005020504","tract","2019","121.34","86.7934","87.5"
"14000US41005020505","tract","2019","132.87","96.6994","97.6485"
"14000US41005020600","tract","2019","113.49","74.7407","74.8762"
"14000US41005020700","tract","2019","120.88","86.2265","86.5099"
"14000US41005020800","tract","2019","110.4","68.9826","68.6881"
"14000US41005020900","tract","2019","100.33","48.0799","42.4505"
"14000US41005021000","tract","2019","111.16","70.4272","70.4827"
"14000US41005021100","tract","2019","108.76","65.7727","65.5322"
"14000US41005021200","tract","2019","108.26","64.7641","64.7277"
"14000US41005021300","tract","2019","87.11","22.8494","11.8812"
"14000US41005021400","tract","2019","116.4","79.7088","79.0842"
"14000US41005021500","tract","2019","116.53","79.9304","79.6411"
"14000US41005021601","tract","2019","97.36","41.4773","33.5396"
"14000US41005021602","tract","2019","99.76","46.739","40.6559"
"14000US41005021700","tract","2019","95.79","38.1322","30.0743"
"14000US41005021801","tract","2019","111.77","71.6027","71.9059"
"14000US41005021802","tract","2019","102.74","53.261","49.8762"
"14000US41005021900","tract","2019","101.89","51.4726","46.7822"
"14000US41005022000","tract","2019","101.96","51.6122","47.401"
"14000US41005022101","tract","2019","109.35","66.9367","66.7079"
"14000US41005022103","tract","2019","109.8","67.8273","67.8218"
"14000US41005022105","tract","2019","111.73","71.5221","71.7822"
"14000US41005022107","tract","2019","102.81","53.3934","50"
"14000US41005022108","tract","2019","86.5","21.9616","11.0149"
"14000US41005022201","tract","2019","90.47","28.1412","17.2649"
"14000US41005022205","tract","2019","110.91","69.9538","69.7401"
"14000US41005022206","tract","2019","119.28","84.0669","84.7772"
"14000US41005022207","tract","2019","125.07","91.0421","91.7079"
"14000US41005022208","tract","2019","118.79","83.3561","83.9109"
"14000US41005022301","tract","2019","111.58","71.2329","71.349"
"14000US41005022302","tract","2019","107.68","63.5728","62.995"
"14000US41005022400","tract","2019","116.68","80.1706","80.0743"
"14000US41005022500","tract","2019","105","58.0205","56.8069"
"14000US41005022602","tract","2019","112.38","72.7537","73.1436"
"14000US41005022603","tract","2019","98.8","44.542","38.1188"
"14000US41005022605","tract","2019","101.82","51.323","46.6584"
"14000US41005022606","tract","2019","108.16","64.5627","64.3564"
"14000US41005022702","tract","2019","134.76","97.5469","98.5149"
"14000US41005022707","tract","2019","123.14","88.9213","89.604"
"14000US41005022708","tract","2019","114.73","76.9247","76.4851"
"14000US41005022710","tract","2019","121.13","86.533","87.005"
"14000US41005022800","tract","2019","117.03","80.7289","80.755"
"14000US41005022901","tract","2019","116.6","80.0555","79.8886"
"14000US41005022904","tract","2019","88.04","24.3069","12.995"
"14000US41005022905","tract","2019","102.68","53.1272","49.3812"
"14000US41005022906","tract","2019","84.88","19.8625","9.6535"
"14000US41005022907","tract","2019","90.36","27.9427","16.9554"
"14000US41005023001","tract","2019","104.89","57.7889","56.0644"
"14000US41005023002","tract","2019","104.55","57.0465","54.8886"
"14000US41005023100","tract","2019","119.13","83.8554","84.6535"
"14000US41005023201","tract","2019","116.4","79.7088","79.0842"
"14000US41005023202","tract","2019","111.93","71.9149","72.401"
"14000US41005023300","tract","2019","108.71","65.6792","65.3465"
"14000US41005023401","tract","2019","93.84","34.2388","25.1238"
"14000US41005023403","tract","2019","104.31","56.5486","54.146"
"14000US41005023404","tract","2019","98.15","43.1075","35.3342"
"14000US41005023500","tract","2019","114.16","75.9118","75.6188"
"14000US41005023600","tract","2019","114.27","76.1003","75.7426"
"14000US41005023700","tract","2019","101.07","49.713","44.802"
"14000US41005023800","tract","2019","108.07","64.3613","64.047"
"14000US41005023901","tract","2019","91.44","29.7786","18.9356"
"14000US41005023902","tract","2019","94.7","35.9193","27.104"
"14000US41005024000","tract","2019","106.48","61.0362","60.396"
"14000US41005024100","tract","2019","100.72","48.9446","43.5644"
"14000US41005024200","tract","2019","100.48","48.4051","42.8218"
"14000US41005024302","tract","2019","106.32","60.678","59.7772"
"14000US41005024303","tract","2019","109.65","67.528","67.0792"
"14000US41005024304","tract","2019","101.93","51.5517","47.0916"
"14000US41005024400","tract","2019","115.16","77.6672","77.3515"
"14000US41005980000","tract","2019",NA,NA,NA
"14000US41007950100","tract","2019","92.94","32.5281","22.401"
"14000US41007950200","tract","2019","109.75","67.7338","67.5743"
"14000US41007950300","tract","2019","97.81","42.437","34.5297"
"14000US41007950400","tract","2019","100.53","48.5332","43.0693"
"14000US41007950500","tract","2019","95.67","37.8847","29.703"
"14000US41007950600","tract","2019","89.62","26.724","15.7178"
"14000US41007950700","tract","2019","102.47","52.7287","48.5149"
"14000US41007950900","tract","2019","100.88","49.2986","44.4307"
"14000US41007951100","tract","2019","97.82","42.4586","34.6535"
"14000US41007951200","tract","2019","90.69","28.5024","17.698"
"14000US41007951300","tract","2019","92.7","32.0562","21.6584"
"14000US41007990000","tract","2019",NA,NA,NA
"14000US41009970200","tract","2019","102.52","52.8265","48.6386"
"14000US41009970300","tract","2019","101.19","49.9906","45.0495"
"14000US41009970400","tract","2019","83.23","17.8136","8.4158"
"14000US41009970500","tract","2019","99.76","46.739","40.6559"
"14000US41009970600","tract","2019","112.57","73.1105","73.2673"
"14000US41009970700","tract","2019","97.99","42.7737","35.0248"
"14000US41009970800","tract","2019","93.33","33.2676","23.6386"
"14000US41009970900","tract","2019","115.06","77.4988","77.2277"
"14000US41009971000","tract","2019","111.15","70.407","70.297"
"14000US41009971100","tract","2019","95.35","37.22","29.0842"
"14000US41011000100","tract","2019","94.43","35.3654","26.2376"
"14000US41011000200","tract","2019","99.46","46.08","39.604"
"14000US41011000300","tract","2019","99.86","46.9577","41.0891"
"14000US41011000400","tract","2019","109.25","66.7281","66.3366"
"14000US41011000502","tract","2019","101.62","50.9187","45.9158"
"14000US41011000503","tract","2019","97.74","42.2759","34.4059"
"14000US41011000504","tract","2019","73.16","8.9334","3.0941"
"14000US41011000600","tract","2019","108.19","64.626","64.4802"
"14000US41011000700","tract","2019","98.68","44.2427","37.6238"
"14000US41011000800","tract","2019","92.9","32.4533","22.2772"
"14000US41011000900","tract","2019","91.28","29.4836","18.1931"
"14000US41011001000","tract","2019","100.39","48.2137","42.5743"
"14000US41011001100","tract","2019","90.59","28.3139","17.5743"
"14000US41011990101","tract","2019",NA,NA,NA
"14000US41013950100","tract","2019","105.55","59.16","58.4158"
"14000US41013950200","tract","2019","100.11","47.5749","41.8317"
"14000US41013950300","tract","2019","94.83","36.1625","27.4752"
"14000US41013950400","tract","2019","103.32","54.484","51.1757"
"14000US41015950100","tract","2019","106.42","60.8823","59.901"
"14000US41015950200","tract","2019","100.98","49.5029","44.5545"
"14000US41015950301","tract","2019","116.5","79.8757","79.4554"
"14000US41015950302","tract","2019","94.87","36.2474","27.9703"
"14000US41015950400","tract","2019",NA,NA,NA
"14000US41015990101","tract","2019",NA,NA,NA
"14000US41017000100","tract","2019","114.86","77.1434","76.6089"
"14000US41017000200","tract","2019","93.18","32.9943","23.1436"
"14000US41017000300","tract","2019","94.67","35.8459","26.9183"
"14000US41017000401","tract","2019","100.64","48.772","43.3168"
"14000US41017000402","tract","2019","117.53","81.5619","81.4356"
"14000US41017000500","tract","2019","103.57","54.9976","52.2277"
"14000US41017000600","tract","2019","119.82","84.8079","85.2723"
"14000US41017000700","tract","2019","98.67","44.224","37.5"
"14000US41017000800","tract","2019","101.99","51.674","47.5866"
"14000US41017000900","tract","2019","87.38","23.258","12.2525"
"14000US41017001001","tract","2019","95.29","37.1106","28.8366"
"14000US41017001002","tract","2019","105.06","58.1586","57.1782"
"14000US41017001100","tract","2019","118.6","83.136","83.4777"
"14000US41017001200","tract","2019","105.56","59.1759","58.5396"
"14000US41017001300","tract","2019","124.58","90.5803","90.9653"
"14000US41017001400","tract","2019","117.29","81.1548","81.3119"
"14000US41017001500","tract","2019","104.44","56.8076","54.703"
"14000US41017001600","tract","2019","104.09","56.1112","52.9703"
"14000US41017001700","tract","2019","107.77","63.7483","63.3663"
"14000US41017001800","tract","2019","98.36","43.5521","36.1386"
"14000US41017001901","tract","2019","103.17","54.1862","50.8663"
"14000US41017001902","tract","2019","107.22","62.5656","61.8812"
"14000US41017002000","tract","2019","107.79","63.7958","63.552"
"14000US41017002100","tract","2019","114.61","76.7305","76.1139"
"14000US41019010000","tract","2019","89.15","25.9917","15.0371"
"14000US41019020000","tract","2019","94.64","35.7884","26.7327"
"14000US41019030000","tract","2019","92.24","31.2317","20.5446"
"14000US41019040000","tract","2019","94.85","36.1999","27.7847"
"14000US41019050001","tract","2019","102.11","51.9157","48.1436"
"14000US41019050002","tract","2019","96.74","40.1062","32.3639"
"14000US41019060000","tract","2019","104.8","57.6061","55.6312"
"14000US41019070000","tract","2019","98.51","43.8772","37.005"
"14000US41019080000","tract","2019","115.68","78.5304","77.8465"
"14000US41019090000","tract","2019","111.81","71.6861","72.0297"
"14000US41019100000","tract","2019","101","49.5547","44.6782"
"14000US41019110000","tract","2019","106.54","61.1599","60.6436"
"14000US41019120000","tract","2019","102.69","53.156","49.6906"
"14000US41019130000","tract","2019","98.19","43.1837","35.5198"
"14000US41019140000","tract","2019","101.15","49.8942","44.9257"
"14000US41019150000","tract","2019","93.15","32.931","22.7723"
"14000US41019160000","tract","2019","96.29","39.1695","31.8069"
"14000US41019170000","tract","2019","84.01","18.7215","8.7871"
"14000US41019180000","tract","2019","94.85","36.1999","27.7847"
"14000US41019190000","tract","2019","85","20.0063","9.901"
"14000US41019200000","tract","2019","83.12","17.6741","8.2921"
"14000US41019210000","tract","2019","97.53","41.8313","33.7871"
"14000US41019990000","tract","2019",NA,NA,NA
"14000US41021960100","tract","2019","93.8","34.1611","24.8762"
"14000US41023960100","tract","2019","94.1","34.7625","25.495"
"14000US41023960200","tract","2019","86.15","21.4653","10.7673"
"14000US41025960100","tract","2019","100.03","47.398","41.4604"
"14000US41025960200","tract","2019","82.66","17.1345","7.6733"
"14000US41027950100","tract","2019","88.23","24.5917","13.3663"
"14000US41027950200","tract","2019","102.02","51.7431","47.7723"
"14000US41027950300","tract","2019","94.25","35.0618","25.8663"
"14000US41027950400","tract","2019","61.09","4.066","0.2475"
"14000US41029000100","tract","2019","67.8","6.2602","1.7327"
"14000US41029000201","tract","2019","87.41","23.3112","12.3762"
"14000US41029000202","tract","2019","74.64","9.8614","3.8366"
"14000US41029000203","tract","2019","89.16","26.0061","15.2228"
"14000US41029000300","tract","2019","85.03","20.0409","10.0248"
"14000US41029000403","tract","2019","109.29","66.8158","66.5842"
"14000US41029000404","tract","2019","106.47","61.0132","60.2723"
"14000US41029000405","tract","2019","93.73","34.023","24.6287"
"14000US41029000406","tract","2019","100.62","48.7173","43.1931"
"14000US41029000501","tract","2019","100.18","47.7289","42.0792"
"14000US41029000502","tract","2019","94.31","35.1639","26.1139"
"14000US41029000601","tract","2019","120.89","86.2438","86.6337"
"14000US41029000602","tract","2019","107.07","62.2462","61.6337"
"14000US41029000700","tract","2019","102.55","52.8711","48.8243"
"14000US41029000800","tract","2019","104.08","56.0897","52.8465"
"14000US41029000900","tract","2019","98.89","44.7563","38.3663"
"14000US41029001001","tract","2019","93.68","33.928","24.3812"
"14000US41029001002","tract","2019","87.23","23.022","12.1287"
"14000US41029001100","tract","2019","100.76","49.031","43.8119"
"14000US41029001200","tract","2019","96.41","39.4084","31.9307"
"14000US41029001301","tract","2019","83.03","17.5661","8.1683"
"14000US41029001302","tract","2019","86","21.2768","10.6436"
"14000US41029001400","tract","2019","109.27","66.7813","66.4604"
"14000US41029001500","tract","2019","118.2","82.5317","82.4257"
"14000US41029001601","tract","2019","82.89","17.4194","7.9208"
"14000US41029001602","tract","2019","105.45","58.9514","58.1683"
"14000US41029001700","tract","2019","101.34","50.3216","45.4208"
"14000US41029001800","tract","2019","112.02","72.0674","72.6485"
"14000US41029001900","tract","2019","95.2","36.938","28.4653"
"14000US41029002000","tract","2019","121.4","86.8538","87.6856"
"14000US41029002100","tract","2019","115.69","78.552","77.9703"
"14000US41029002200","tract","2019","123.08","88.8436","89.4802"
"14000US41029002300","tract","2019","111.9","71.8616","72.1535"
"14000US41029002400","tract","2019","108.29","64.8361","64.8515"
"14000US41029002500","tract","2019","103.39","54.6135","51.3614"
"14000US41029002600","tract","2019","99.62","46.4297","40.099"
"14000US41029002700","tract","2019","91.38","29.6764","18.5025"
"14000US41029002800","tract","2019","100.24","47.8641","42.203"
"14000US41029002900","tract","2019","103.43","54.6955","51.547"
"14000US41029003001","tract","2019","94.84","36.1869","27.599"
"14000US41029003002","tract","2019","105.11","58.2493","57.302"
"14000US41031940000","tract","2019","80.45","14.7591","5.8168"
"14000US41031960100","tract","2019",NA,NA,NA
"14000US41031960201","tract","2019","80.43","14.7346","5.6931"
"14000US41031960202","tract","2019","95.87","38.3063","30.3218"
"14000US41031960301","tract","2019","108.13","64.4922","64.2327"
"14000US41031960302","tract","2019","89.32","26.2967","15.5941"
"14000US41033360100","tract","2019","104.1","56.1242","53.0941"
"14000US41033360300","tract","2019","98.39","43.6068","36.3861"
"14000US41033360400","tract","2019","97.41","41.5809","33.6634"
"14000US41033360500","tract","2019","104.84","57.7097","55.8787"
"14000US41033360600","tract","2019","96.7","40.0127","32.0545"
"14000US41033360701","tract","2019","95.85","38.2717","30.198"
"14000US41033360702","tract","2019","95.26","37.0588","28.651"
"14000US41033360800","tract","2019","97.57","41.9147","33.9109"
"14000US41033360900","tract","2019","92.69","32.0346","21.5347"
"14000US41033361000","tract","2019","101.27","50.1604","45.2351"
"14000US41033361100","tract","2019","103.26","54.3689","50.9901"
"14000US41033361200","tract","2019","90.29","27.8132","16.8317"
"14000US41033361300","tract","2019","105.22","58.4752","57.4257"
"14000US41033361400","tract","2019","91.92","30.6217","19.9257"
"14000US41033361500","tract","2019","98.33","43.4902","35.8911"
"14000US41033361600","tract","2019","95.51","37.5322","29.5792"
"14000US41035970100","tract","2019","97.83","42.473","34.7772"
"14000US41035970200","tract","2019","89.95","27.2679","16.3366"
"14000US41035970300","tract","2019","89.23","26.1356","15.4703"
"14000US41035970400","tract","2019","100.78","49.0727","43.9356"
"14000US41035970500","tract","2019","92.57","31.7871","21.2871"
"14000US41035970600","tract","2019","62.48","4.4228","0.6188"
"14000US41035970700","tract","2019","91.3","29.5239","18.3168"
"14000US41035970800","tract","2019","100.51","48.477","42.9455"
"14000US41035970900","tract","2019",NA,NA,NA
"14000US41035971000","tract","2019","96.86","40.3508","32.5495"
"14000US41035971100","tract","2019","107.67","63.5469","62.8713"
"14000US41035971200","tract","2019",NA,NA,NA
"14000US41035971300","tract","2019","88.12","24.422","13.1188"
"14000US41035971400","tract","2019","88.42","24.8694","13.6757"
"14000US41035971500","tract","2019","91.38","29.6764","18.5025"
"14000US41035971600","tract","2019","73.46","9.1406","3.2178"
"14000US41035971700","tract","2019","91.52","29.9081","19.3688"
"14000US41035971800","tract","2019","94.95","36.4286","28.0941"
"14000US41035971900","tract","2019","98.7","44.306","37.7475"
"14000US41035972000","tract","2019","111.11","70.3279","70.1733"
"14000US41037960100","tract","2019","93.22","33.0878","23.3292"
"14000US41037960200","tract","2019","97.31","41.3666","33.4158"
"14000US41039000100","tract","2019","109.67","67.5712","67.203"
"14000US41039000200","tract","2019","109.81","67.8446","67.9455"
"14000US41039000300","tract","2019","104.24","56.4177","53.7748"
"14000US41039000402","tract","2019","103.72","55.3142","52.599"
"14000US41039000403","tract","2019","96.02","38.617","30.755"
"14000US41039000404","tract","2019","93.22","33.0878","23.3292"
"14000US41039000500","tract","2019","96.07","38.7264","30.9406"
"14000US41039000702","tract","2019","108.76","65.7727","65.5322"
"14000US41039000705","tract","2019","95.5","37.512","29.4554"
"14000US41039000706","tract","2019","104.69","57.3529","55.198"
"14000US41039000707","tract","2019","93","32.6403","22.5248"
"14000US41039000708","tract","2019","103.71","55.3012","52.4752"
"14000US41039000800","tract","2019","99.8","46.8311","40.9653"
"14000US41039000902","tract","2019","103.32","54.484","51.1757"
"14000US41039000903","tract","2019","93.58","33.7453","24.1337"
"14000US41039000904","tract","2019","93.16","32.9511","22.896"
"14000US41039001001","tract","2019","112.8","73.5306","73.7624"
"14000US41039001002","tract","2019","105.03","58.0838","56.9307"
"14000US41039001101","tract","2019","98.86","44.6815","38.2426"
"14000US41039001102","tract","2019","104.64","57.2508","55.0743"
"14000US41039001201","tract","2019","75.05","10.1535","4.0842"
"14000US41039001202","tract","2019","104.15","56.2393","53.4035"
"14000US41039001301","tract","2019","90.7","28.5239","17.8218"
"14000US41039001302","tract","2019","102.27","52.2855","48.2673"
"14000US41039001400","tract","2019","84.17","18.9229","9.1584"
"14000US41039001500","tract","2019","81.14","15.4396","6.5594"
"14000US41039001600","tract","2019","94.6","35.7006","26.6089"
"14000US41039001700","tract","2019","102.68","53.1272","49.3812"
"14000US41039001801","tract","2019","95.18","36.8948","28.3416"
"14000US41039001803","tract","2019","101.61","50.8942","45.7302"
"14000US41039001804","tract","2019","109.4","67.0503","66.8317"
"14000US41039001902","tract","2019","87.43","23.3271","12.5"
"14000US41039001903","tract","2019","95.78","38.1048","29.9505"
"14000US41039001904","tract","2019","88.99","25.7241","14.7277"
"14000US41039002001","tract","2019","99.45","46.0527","39.4802"
"14000US41039002002","tract","2019","96.73","40.0918","32.1782"
"14000US41039002101","tract","2019","93.77","34.1007","24.7525"
"14000US41039002102","tract","2019","85.29","20.343","10.3342"
"14000US41039002201","tract","2019","114.1","75.8039","75.3713"
"14000US41039002202","tract","2019","116","79.0757","78.4653"
"14000US41039002301","tract","2019","109.13","66.5353","66.2129"
"14000US41039002302","tract","2019","107.28","62.6879","62.0668"
"14000US41039002401","tract","2019","109.86","67.941","68.1931"
"14000US41039002403","tract","2019","107.58","63.321","62.7475"
"14000US41039002404","tract","2019","101.93","51.5517","47.0916"
"14000US41039002501","tract","2019","92.18","31.1339","20.4208"
"14000US41039002503","tract","2019","96.02","38.617","30.755"
"14000US41039002504","tract","2019","93.23","33.105","23.5149"
"14000US41039002600","tract","2019","95.34","37.2085","28.9604"
"14000US41039002700","tract","2019","94.56","35.6229","26.4851"
"14000US41039002800","tract","2019","103.05","53.907","50.7426"
"14000US41039002902","tract","2019","104.15","56.2393","53.4035"
"14000US41039002903","tract","2019","120.43","85.628","86.0767"
"14000US41039002904","tract","2019","112.22","72.4444","72.896"
"14000US41039003000","tract","2019","111.92","71.8962","72.2772"
"14000US41039003101","tract","2019","111.25","70.6214","70.7921"
"14000US41039003102","tract","2019","106.46","60.9959","60.1485"
"14000US41039003201","tract","2019","96.23","39.0328","31.5594"
"14000US41039003202","tract","2019","105.54","59.1327","58.2921"
"14000US41039003301","tract","2019","97.16","41.0486","33.1683"
"14000US41039003302","tract","2019","103.65","55.1732","52.3515"
"14000US41039003400","tract","2019","90.19","27.6679","16.7079"
"14000US41039003500","tract","2019","93.7","33.9683","24.505"
"14000US41039003600","tract","2019","111.08","70.2718","70.0495"
"14000US41039003700","tract","2019",NA,NA,NA
"14000US41039003800","tract","2019","97.6","41.9838","34.0347"
"14000US41039003900","tract","2019","108.2","64.649","64.604"
"14000US41039004000","tract","2019","98.15","43.1075","35.3342"
"14000US41039004100","tract","2019","105.85","59.7643","58.9109"
"14000US41039004200","tract","2019","88.66","25.2162","14.2327"
"14000US41039004300","tract","2019","91.13","29.2275","18.0693"
"14000US41039004401","tract","2019","100.81","49.1446","44.1213"
"14000US41039004403","tract","2019","98.26","43.3363","35.6436"
"14000US41039004404","tract","2019","121.62","87.1387","88.1807"
"14000US41039004405","tract","2019","125.2","91.1716","91.8317"
"14000US41039004501","tract","2019","114.9","77.201","76.7946"
"14000US41039004502","tract","2019","108.89","66.0159","65.7178"
"14000US41039004600","tract","2019","111.19","70.4948","70.6683"
"14000US41039004700","tract","2019","113.89","75.4154","75.1238"
"14000US41039004800","tract","2019","112.96","73.8328","74.0099"
"14000US41039004900","tract","2019","116.53","79.9304","79.6411"
"14000US41039005000","tract","2019","114.9","77.201","76.7946"
"14000US41039005100","tract","2019","106.01","60.0665","59.0347"
"14000US41039005200","tract","2019","119.95","84.969","85.5198"
"14000US41039005300","tract","2019","120.08","85.1416","85.6436"
