"GEOID","B01001_001","B25001_001","B26001_001","pctWomenLTHS","pctpeoplewithlessthan9thgrade","pctpeoplewithatleasthseducation","pctAdults4yrDegree","medIncomeAdults4yrDegree","medEducatorIncome","pctProfessionalsInEducation","pctEnrolledSchool","pctAdultsInHigherEd","totalPrimarySecondaryVocationalSchools","preKProgramPerChild","education_score","education_rnk","attainment_score","education_quality_score","enrollment_score","education_access_score","education_state_rnk","NAME"
"00601",17800,7290,71,26.2923976608187,28.8045764280306,63.0941364515858,17.2713972201902,22.859,23.316,28.9732142857143,26.7731923209564,19.6862907683803,0,0.0039828996999151,54.1,2.27559641342699,145.32,66.33,107.2,83.55,9.01639344262295,"ZCTA5 00601"
"00602",39716,17312,90,20.0766204183061,29.4089886008858,65.0729688521019,19.3596544166693,21.037,23.5,24.0203830609735,25.9513865469921,15.2442702050663,0,0.00195801522498449,59.49,3.17223966594374,140.61,67.34,100.06,83.45,17.2131147540984,"ZCTA5 00602"
"00603",51565,24594,1956,22.7401129943503,24.8166568321672,69.5271010705555,21.0829862223646,24.438,24.66,22.767265276606,24.7818741925867,14.2308412966086,0,0.00146524421626244,66.74,5.04645065225132,133.5,71.58,96.94,83.42,40.1639344262295,"ZCTA5 00603"
"00606",6320,2763,18,26.8292682926829,39.8539146313627,54.6222323670395,9.64668519253672,14.466,24.722,26.3513513513513,22.3195458231955,16.5158371040724,0,0.00460576453220929,38.36,0.890169294014825,165.39,61.99,96.27,83.58,0.819672131147541,"ZCTA5 00606"
"00610",27976,12265,117,19.147685525349,26.8856890367521,67.442948484691,14.2416265771081,21.234,25.616,21.2041884816754,25.2191132788148,15.9008776458441,0,0.00277470410321223,62.36,3.81316155763442,137.65,70.53,99.83,83.49,22.1311475409836,"ZCTA5 00610"
"00612",63884,29821,650,15.2761609106196,20.445865734137,75.3071366125247,21.2927224366538,23.006,21.989,22.3366374747378,25.843476576373,16.1544298994498,0,0.00228507093914989,74.78,8.85313825138381,121.08,68.46,101.1,83.46,64.7540983606557,"ZCTA5 00612"
"00616",10321,4586,54,17.8704085843995,24.0824795746336,70.1724808714823,15.8291748868516,20.259,21.193,22.9199372056515,20.5719464303696,11.5281501340483,0,0.00309244190019767,67.23,5.21477357330139,131.67,65.35,87.01,83.5,43.4426229508197,"ZCTA5 00616"
"00617",24648,9896,36,16.3622291021672,21.4814814814815,74.068051791629,15.2480775308122,20.825,26.75,25.3641207815275,27.2484119023738,17.914691943128,0,0.00270629225440206,70.59,6.55488298320008,125.63,69.19,105.56,83.48,51.6393442622951,"ZCTA5 00617"
"00622",7385,8666,49,21.617946974847,27.1186440677966,64.616263568844,19.1778494988959,19.889,19.4,22.3540145985401,22.9893040700097,17.1137685843568,0,0.00506788137490587,59.03,3.09455216392063,139.55,63.85,98.08,83.6,14.7540983606557,"ZCTA5 00622"
"00623",42711,20959,85,15.0381679389313,24.5240573481516,70.0130947184635,23.5055273998992,23.732,25.286,18.0020677177565,24.9150704734369,13.8398761784156,0,0.00184295161423232,71.76,7.16990904088305,128.18,73.75,96.63,83.44,55.7377049180328,"ZCTA5 00623"
"00624",23945,9475,100,20.7191780821918,23.5982510288066,71.2705761316872,17.063579973416,21.119,22.894,32.111925383078,27.0322915764869,20.164673799035,0,0.00245202169436297,63.84,4.19836208849901,131.36,63.13,108.23,83.47,28.6885245901639,"ZCTA5 00624"
"00627",33481,14051,109,16.3108454312553,26.6608391608392,68.8024475524476,19.4711812821001,23.38,23.105,28.1957928802589,24.799704178479,17.8442682047585,0,0.00225224925698277,64.6,4.40229178130968,133.2,66.94,101.78,83.46,31.1475409836066,"ZCTA5 00627"
"00631",1689,781,0,25,33.7227414330218,56.6978193146417,16.3090128755365,24.605,24.868,50.7389162561576,18.2091346153846,12.3363197794624,0,0.0164706144684441,47.86,1.59583077072476,154.64,58.84,84.52,84.16,3.27868852459016,"ZCTA5 00631"
"00637",24013,10758,169,20.2754532775453,23.1514782078635,72.5632429137458,18.0322615105224,26.711,25,32.8473945409429,24.79893908282,17.7931802084387,0,0.0028974976854196,68.09,5.52552358139384,129.4,68.98,101.71,83.49,47.5409836065574,"ZCTA5 00637"
"00638",17795,7447,17,20.5743879472693,29.6460547234541,65.2162998912225,12.5081955270635,24.032,22.3,22.2822822822823,25.0406882120437,17.8957582478514,0,0.0034748389374492,56.99,2.70935163305603,143.33,69.56,102.21,83.52,11.4754098360656,"ZCTA5 00638"
"00641",28925,12579,102,15.840118430792,25.4498584714921,69.4348968863728,17.1717171717172,22.977,23.582,30.8771929824561,25.1460321983188,18.6202277294039,0,0.00240928148406743,64.75,4.43142459456835,132.09,65.75,103.33,83.47,31.9672131147541,"ZCTA5 00641"
"00646",38292,15846,50,13.9117889530091,20.2507345739471,75.6983349657199,27.4637456512004,32.089,25.901,14.3220554566268,27.3821033408529,13.0334299013704,0,0.00173903868537765,82.49,15.4177321723368,117.79,82.65,99.27,83.44,80.327868852459,"ZCTA5 00646"
"00647",5711,3522,15,11.7932148626817,25.2571155226022,66.6826118153552,14.9724692926726,19.256,19.375,22.7397260273973,20.4312668463612,13.9468302658487,0,0.00537339195424417,65.08,4.51882303434435,132.72,63.15,90.01,83.61,33.6065573770492,"ZCTA5 00647"
"00650",14569,5757,9,15.5612244897959,20.5980412585955,75.8699729110231,10.7216310471251,23.842,23.906,37.7137713771377,26.7019400352734,18.5094736842105,0,0.00474202924881886,69.39,6.05962515780274,124.56,63.52,105.53,83.58,50,"ZCTA5 00650"
"00652",3893,1793,119,18.1630546955624,22.9571984435798,74.0856031128405,20.9382545705416,18.125,18.75,10.4825291181364,31.813444502345,24.198158145443,0,0.023312254324567,67.58,5.33777878483799,126.01,67.45,120.8,84.49,45.9016393442623,"ZCTA5 00652"
