"GEOID","B01001_001","B25001_001","B26001_001","pctWomenLTHS","pctpeoplewithlessthan9thgrade","pctpeoplewithatleasthseducation","pctAdults4yrDegree","medIncomeAdults4yrDegree","medEducatorIncome","pctProfessionalsInEducation","pctEnrolledSchool","pctAdultsInHigherEd","totalPrimarySecondaryVocationalSchools","preKProgramPerChild","education_score","education_rnk","attainment_score","quality_education_score","enrollment_score","education_access_score","education_state_rnk","NAME"
"00601",16773,7282,73,20.6490447526825,29.3454484267205,64.9419485108531,15.4086413326393,18.861,23.75,23.9539748953975,23.3139356814701,15.707476701999,0,0,47.29,1.50896880047607,156.99,63.47,97.13,88.15,3.41880341880342,"ZCTA5 00601"
"00602",37083,17510,90,18.0260617760618,28.714327743454,65.8392174168873,20.1987512667124,19.149,22.226,20.2989224887035,22.5151682294539,12.1566537062586,0,0,53.32,2.25707727620505,152.13,65.33,89.4,88.15,11.1111111111111,"ZCTA5 00602"
"00603",45652,24453,1192,18.8651218062983,21.8503996839002,73.009938907632,21.5510027802521,24.141,25.788,18.2391556184837,22.9461629649511,12.5016143613586,0,0,66.04,5.0114766641163,137.51,72.19,90.79,88.15,33.3333333333333,"ZCTA5 00603"
"00606",6231,2789,20,15.5990957045968,41.365725541694,54.8916611950098,10.5120248254461,25.375,25.625,11.623246492986,21.6087811271297,13.8827023014105,0,0,36.31,0.773612173765196,178.72,77.64,90.81,88.15,0.854700854700855,"ZCTA5 00606"
"00610",26502,12454,124,17.3962757268866,27.5333816375116,68.2589794017182,16.7102666483088,24.631,25.815,24.838330393886,22.4629022933128,13.0581926863572,0,0,55.66,2.6226302813908,149.21,67.75,90.9,88.15,12.8205128205128,"ZCTA5 00610"
"00612",58771,29628,604,12.819356777878,16.8432052439082,79.4233600911984,23.7902713686973,22.533,22.635,23.8390953749189,24.4069390740934,13.6670359552825,0,0,75.71,9.78491881322792,120.93,65.16,95.5,88.15,64.1025641025641,"ZCTA5 00612"
"00616",9688,4652,35,13.5365853658537,20.8026208026208,73.7919737919738,20.0586166471278,21.21,24.882,22.4821312540611,19.2058516196447,9.08780321147933,0,0,70.12,6.60970840771912,132.48,66.72,77.96,88.15,49.5726495726496,"ZCTA5 00616"
"00617",23771,10164,20,13.4694549645974,22.3562262357414,73.4077946768061,19.9591601654537,22.63,20.944,12.9075006626027,24.1291602000345,13.2626654722803,0,0,67.56,5.52580124117997,134.67,72.05,94.28,88.15,38.4615384615385,"ZCTA5 00617"
"00622",6505,8225,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZCTA5 00622"
"00623",41472,21048,96,13.459516298633,22.1589946821123,72.9600650340412,24.7030028058026,20.929,25.772,15.7662762876212,22.9691117789054,12.2357481342754,0,0,69.5,6.40992943976877,133.31,71.95,90.36,88.15,45.2991452991453,"ZCTA5 00623"
