"GEOID","B01001_001","B25001_001","B26001_001","pctWomenLTHS","pctpeoplewithlessthan9thgrade","pctpeoplewithatleasthseducation","pctAdults4yrDegree","medIncomeAdults4yrDegree","medEducatorIncome","pctProfessionalsInEducation","pctEnrolledSchool","pctAdultsInHigherEd","totalPrimarySecondaryVocationalSchools","preKProgramPerChild","education_score","education_rnk","attainment_score","quality_education_score","enrollment_score","education_access_score","education_state_rnk","NAME"
"01001",17312,7623,513,4.41481481481481,3.30298698367316,92.3557294409751,31.7426652527395,57.266,51.872,15.3731343283582,21.2603097371388,13.4173206663913,0.317073170731707,0.317936140255257,118.88,84.7958353668456,115.34,115.45,92.68,92.75,44.4007858546169,"ZCTA5 01001"
"01002",30014,10965,5233,5.5308841340331,2.6441111663942,95.7566280474803,40.3756762935304,37.386,28.75,7.7431263965802,52.8194917828097,8.55946026097272,1.28518518518519,2.36227115498186,111.13,73.1185944363104,121.1,86.87,133.03,94.31,24.4597249508841,"ZCTA5 01002"
"01003",11357,79,11276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZCTA5 01003"
"01005",5128,2156,224,15.7676348547718,1.63344407530454,95.4042081949059,30.9725927722532,64.9538872876338,57.6,19.4078947368421,25.4886318308736,15.1115157032317,0.471264367816092,4.82758620689655,118.67,84.5648283715634,113.75,123.58,101.16,93.15,43.0255402750491,"ZCTA5 01005"
"01007",15005,5988,6,9.88069746099725,1.58918171947488,95.2127134537558,45.4592452179907,59.973,57.885,10.6147314011445,26.0415234428709,18.1117689999189,0.185185185185185,0.0700133025274802,124.68,90.8931185944363,121.36,124.19,105.91,92.54,61.4931237721022,"ZCTA5 01007"
"01008",1140,619,0,15.3846153846154,5.26893523600439,90.1207464324918,32.2740814299901,67.679,50.25,15.2173913043478,13.953488372093,5.84225900681597,0.317073170731707,7.42311770943796,117.16,82.6972506913942,106.34,121.95,71.93,93,38.8998035363458,"ZCTA5 01008"
"01009",261,203,0,47.9166666666667,5.36585365853659,94.6341463414634,50.5747126436782,40.081,32.6617348787781,0,16.8582375478927,0,0.317073170731707,0,106.36,63.0193590369286,100.19,95.39,68.57,92.74,17.0923379174853,"ZCTA5 01009"
"01010",3658,1684,0,15.4160982264666,1.20300751879699,95.8270676691729,33.4370677731674,63.333,46.932,14.9767441860465,20.8047945205479,16.8894685360287,0.317073170731707,1.28369704749679,118.18,83.9173580608427,115.54,116.36,96.55,92.78,41.8467583497053,"ZCTA5 01010"
"01011",1430,671,10,12.4087591240876,3.04990757855823,90.7578558225508,19.9503311258278,59.375,41.25,8.16326530612245,20.1294033069734,12.0647773279352,0.502258355916892,8.65703101475459,110.61,72.1945664551814,106.48,112.29,89.23,93.33,23.1827111984283,"ZCTA5 01011"
"01012",585,353,0,5.06329113924051,2.51046025104602,91.2133891213389,26.6129032258064,43.25,58.333,19.5945945945946,12.7806563039724,13.2,0.185185185185185,2.84900284900285,116.48,81.7732227102652,113.21,108.1,79.84,92.64,37.1316306483301,"ZCTA5 01012"
"01013",22733,10079,670,18.521388716677,7.66671103420737,83.0161054172767,18.6867830705769,46.012,32.135,9.8313803943984,26.2623503164413,17.2351019971087,4.31707317073171,2.68987819989724,91.36,28.1795998047828,92.06,94.81,105.09,98.97,7.07269155206287,"ZCTA5 01013"
"01020",30108,13548,70,13.7609061686821,5.16218887590979,87.4427172252673,17.4134627145595,54.464,41.681,10.6015891032917,21.1622919007252,15.0832054762186,4.31707317073171,3.07469080356526,102.96,54.6543029119896,100.11,107.89,94.71,98.98,13.1630648330059,"ZCTA5 01020"
"01022",2586,1172,487,10.9289617486339,1.578627808136,95.9927140255009,23.3412887828162,43.542,40.865,17.7290836653386,39.52,11.3124171453822,0.317073170731707,1.96243341743762,109.02,69.0157800553115,114.08,95.96,116.95,92.81,20.0392927308448,"ZCTA5 01022"
"01026",933,525,0,0,0,97.5073313782991,36.2162162162162,29.75,52.188,13.3333333333333,20.3501094091904,15.6657963446475,0.185185185185185,2.17864923747277,121.9,88.342280787376,126.56,96.42,94.28,92.61,52.4557956777996,"ZCTA5 01026"
"01027",17818,8457,72,9.88611582263145,0.738880918220947,96.3558106169297,37.062612044353,50.337,47.452,9.99157540016849,19.3321414153065,11.7647058823529,0.185185185185185,0.093764650726676,121.98,88.4203676590207,120.35,109.5,87.65,92.54,52.6522593320236,"ZCTA5 01027"
